module,csv_path,recipe,file
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"A recipe may modify the source path. This is the path after the run. `null` when a source file was deleted during the run.","The source path of the file before the run. `null` when a source file was created during the run."
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"pom.xml","pom.xml"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"src/main/java/com/hstahlmann/dbuserprovider/UserProfileUpdateListener.java","src/main/java/com/hstahlmann/dbuserprovider/UserProfileUpdateListener.java"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"src/main/java/com/hstahlmann/dbuserprovider/persistence/RDBMS.java","src/main/java/com/hstahlmann/dbuserprovider/persistence/RDBMS.java"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java","src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java","src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java","src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java","src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java","src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java","src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java","src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java","src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java","src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java","src/main/java/com/hstahlmann/dbuserprovider/persistence/UserRepository.java"
.,./target/rewrite/datatables/2026-05-23_08-41-26-251/org.openrewrite.table.SourcesFileResults.csv,"src/main/java/com/hstahlmann/dbuserprovider/persistence/DataSourceProvider.java","src/main/java/com/hstahlmann/dbuserprovider/persistence/DataSourceProvider.java"
